"data","represa","nivel","vabs","vrel","vmax","afluente","descarregada","tunel"
"2016-08-05","PN",758.80,90.95,27.6,329.37,2.22,0.40,-1
"2016-08-05","P",768.40,35.05,95.4,36.73,0.29,1.45,0.00
"2016-08-05","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-05","J",753.65,61.32,82.8,74.09,1.12,0.05,1.07
"2016-08-05","T",743.25,30.75,36.1,85.20,2.54,0.10,0.30,-1
"2016-08-06","PN",758.80,90.95,27.6,329.37,0.40,0.40,-1
"2016-08-06","P",768.40,35.05,95.4,36.73,1.45,1.45,0.00
"2016-08-06","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-06","J",753.65,61.32,82.8,74.09,1.12,0.05,1.07
"2016-08-06","T",743.17,29.92,35.1,85.20,3.14,0.10,0.30,-1
"2016-08-07","PN",758.81,91.05,27.6,329.37,1.50,0.41,-1
"2016-08-07","P",768.39,35.00,95.3,36.73,0.90,1.48,0.00
"2016-08-07","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-07","J",753.65,61.32,82.8,74.09,1.12,0.05,1.07
"2016-08-07","T",743.09,29.02,34.1,85.20,2.68,0.10,0.30,-1
"2016-08-08","PN",758.81,91.11,27.7,329.37,1.13,0.40,-1
"2016-08-08","P",768.37,34.90,95.0,36.73,0.32,1.48,0.00
"2016-08-08","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-08","J",753.64,61.17,82.6,74.09,1.06,0.05,2.70
"2016-08-08","T",743.02,28.32,33.2,85.20,4.32,0.10,0.30,-1
"2016-08-09","PN",758.82,91.20,27.7,329.37,1.49,0.40,-1
"2016-08-09","P",768.36,34.85,94.9,36.73,0.90,1.48,0.00
"2016-08-09","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-09","J",753.63,61.03,82.4,74.09,1.07,0.05,2.70
"2016-08-09","T",742.96,27.69,32.5,85.20,4.34,0.10,0.30,-1
"2016-08-10","PN",758.82,91.27,27.7,329.37,1.13,0.40,-1
"2016-08-10","P",768.35,34.80,94.7,36.73,0.90,1.48,0.00
"2016-08-10","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-10","J",753.62,60.88,82.2,74.09,1.07,0.05,2.70
"2016-08-10","T",742.90,27.06,31.8,85.20,4.12,0.10,0.30,-1
"2016-08-11","PN",758.82,91.27,27.7,329.37,0.42,0.42,-1
"2016-08-11","P",768.34,34.75,94.6,36.73,0.90,1.48,0.00
"2016-08-11","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-11","J",753.61,60.74,82.0,74.09,1.07,0.05,2.70
"2016-08-11","T",742.84,26.44,31.0,85.20,4.67,0.10,0.30,-1
"2016-08-12","PN",758.83,91.42,27.8,329.37,2.24,0.42,-1
"2016-08-12","P",768.33,34.70,94.5,36.73,0.90,1.48,0.00
"2016-08-12","B",755.46,31.56,65.2,48.42,0.37,0.24,0.13
"2016-08-12","J",753.60,60.59,81.8,74.09,1.07,0.05,2.70
"2016-08-12","T",742.78,25.83,30.3,85.20,4.39,0.10,0.30,-1
"2016-08-13","PN",758.83,91.42,27.8,329.37,0.42,0.42,-1
"2016-08-13","P",768.31,34.60,94.2,36.73,0.74,1.89,0.00
"2016-08-13","B",755.43,31.34,64.7,48.42,0.82,0.24,3.08
"2016-08-13","J",753.60,60.59,81.8,74.09,3.80,0.05,3.75
"2016-08-13","T",742.73,25.32,29.7,85.20,6.03,0.10,0.30,-1
"2016-08-14","PN",758.83,91.42,27.8,329.37,0.41,0.41,-1
"2016-08-14","P",768.30,34.55,94.1,36.73,1.31,1.89,0.00
"2016-08-14","B",755.37,30.94,63.9,48.42,0.38,0.24,4.86
"2016-08-14","J",753.60,60.59,81.8,74.09,5.55,0.05,5.50
"2016-08-14","T",742.69,24.91,29.2,85.20,7.24,0.10,0.30,-1
"2016-08-15","PN",758.84,91.58,27.8,329.37,2.24,0.42,-1
"2016-08-15","P",768.28,34.45,93.8,36.73,0.74,1.89,0.00
"2016-08-15","B",755.32,30.56,63.1,48.42,0.48,0.24,4.60
"2016-08-15","J",753.60,60.59,81.8,74.09,4.85,0.05,4.80
"2016-08-15","T",742.64,24.41,28.6,85.20,6.10,0.10,0.30,-1
"2016-08-16","PN",758.84,91.58,27.8,329.37,0.43,0.43,-1
"2016-08-16","P",768.26,34.35,93.5,36.73,0.74,1.89,0.81
"2016-08-16","B",755.26,30.14,62.2,48.42,0.39,0.24,5.86
"2016-08-16","J",753.60,60.59,81.8,74.09,6.06,0.05,6.01
"2016-08-16","T",742.61,24.11,28.3,85.20,9.03,0.10,2.09,-1
"2016-08-17","PN",758.85,91.74,27.9,329.37,2.25,0.43,-1
"2016-08-17","P",768.24,34.25,93.3,36.73,0.74,1.89,0.35
"2016-08-17","B",755.20,29.72,61.4,48.42,0.37,0.24,5.35
"2016-08-17","J",753.59,60.45,81.6,74.09,5.87,0.05,7.50
"2016-08-17","T",742.60,24.01,28.2,85.20,10.82,0.10,2.68,-1
"2016-08-18","PN",758.86,91.90,27.9,329.37,2.17,0.35,-1
"2016-08-18","P",768.22,34.15,93.0,36.73,0.88,2.03,0.46
"2016-08-18","B",755.15,29.37,60.7,48.42,0.55,0.24,4.80
"2016-08-18","J",753.58,60.30,81.4,74.09,5.13,0.05,6.76
"2016-08-18","T",742.58,23.84,28.0,85.20,10.65,0.41,2.60,-1
"2016-08-19","PN",758.87,92.05,27.9,329.37,2.17,0.35,-1
"2016-08-19","P",768.19,34.00,92.6,36.73,0.67,2.38,1.04
"2016-08-19","B",755.10,29.02,59.9,48.42,0.50,0.24,5.31
"2016-08-19","J",753.57,60.16,81.2,74.09,5.43,0.05,7.06
"2016-08-19","T",742.57,23.71,27.8,85.20,11.44,0.60,3.10,-1
"2016-08-20","PN",758.88,92.21,28.0,329.37,2.17,0.34,-1
"2016-08-20","P",768.17,33.91,92.3,36.73,1.24,2.38,1.16
"2016-08-20","B",755.03,28.54,58.9,48.42,0.17,0.24,6.66
"2016-08-20","J",753.57,60.16,81.2,74.09,6.81,0.05,6.76
"2016-08-20","T",742.55,23.51,27.6,85.20,10.13,0.60,2.95,-1
"2016-08-21","PN",758.91,92.69,28.1,329.37,5.85,0.36,-1
"2016-08-21","P",768.19,34.00,92.6,36.73,3.52,2.38,1.62
"2016-08-21","B",755.01,28.40,58.7,48.42,1.28,0.24,4.24
"2016-08-21","J",753.61,60.74,82.0,74.09,13.77,0.05,7.01
"2016-08-21","T",742.58,23.81,27.9,85.20,16.59,0.60,2.75,-1
"2016-08-22","PN",758.94,93.16,28.3,329.37,5.89,0.39,-1
"2016-08-22","P",768.18,33.96,92.4,36.73,1.81,2.38,3.85
"2016-08-22","B",754.99,28.27,58.4,48.42,0.78,0.24,5.97
"2016-08-22","J",753.63,61.03,82.4,74.09,10.17,0.05,6.76
"2016-08-22","T",742.62,24.21,28.4,85.20,16.04,0.60,1.70,-1
"2016-08-23","PN",759.01,94.27,28.6,329.37,13.30,0.43,-1
"2016-08-23","P",768.18,33.96,92.4,36.73,2.38,2.38,3.94
"2016-08-23","B",754.97,28.13,58.1,48.42,0.80,0.24,6.08
"2016-08-23","J",753.64,61.17,82.6,74.09,8.11,0.05,6.38
"2016-08-23","T",742.64,24.41,28.6,85.20,13.92,0.60,3.10,-1
"2016-08-24","PN",759.04,94.75,28.8,329.37,5.95,0.42,-1
"2016-08-24","P",768.16,33.86,92.2,36.73,1.20,2.34,4.05
"2016-08-24","B",754.95,28.00,57.8,48.42,0.76,0.24,6.14
"2016-08-24","J",753.65,61.32,82.8,74.09,8.54,0.05,6.80
"2016-08-24","T",742.65,24.51,28.8,85.20,14.14,0.60,3.10,-1
"2016-08-25","PN",759.05,94.91,28.8,329.37,2.24,0.39,-1
"2016-08-25","P",768.14,33.76,91.9,36.73,1.20,2.34,3.24
"2016-08-25","B",754.92,27.79,57.4,48.42,0.36,0.24,5.71
"2016-08-25","J",753.66,61.47,83.0,74.09,6.76,0.05,5.02
"2016-08-25","T",742.64,24.41,28.6,85.20,11.69,0.60,2.10,-1
"2016-08-26","PN",759.06,95.07,28.9,329.37,2.24,0.39,-1
"2016-08-26","P",768.11,33.61,91.5,36.73,0.64,2.34,3.47
"2016-08-26","B",754.88,27.52,56.8,48.42,0.26,0.24,6.61
"2016-08-26","J",753.67,61.61,83.2,74.09,7.69,0.05,5.95
"2016-08-26","T",742.64,24.41,28.6,85.20,12.94,0.60,2.93,-1
"2016-08-27","PN",759.07,95.23,28.9,329.37,2.24,0.39,-1
"2016-08-27","P",768.10,33.56,91.4,36.73,1.77,2.34,1.97
"2016-08-27","B",754.84,27.25,56.3,48.42,0.12,0.24,4.96
"2016-08-27","J",753.66,61.47,83.0,74.09,5.46,0.05,7.10
"2016-08-27","T",742.64,24.41,28.6,85.20,12.92,0.60,2.93,-1
"2016-08-28","PN",759.08,95.39,29.0,329.37,2.24,0.39,-1
"2016-08-28","P",768.06,33.37,90.8,36.73,0.38,2.64,2.08
"2016-08-28","B",754.80,26.99,55.7,48.42,0.14,0.24,5.07
"2016-08-28","J",753.66,61.47,83.0,74.09,7.09,0.05,7.04
"2016-08-28","T",742.63,24.31,28.5,85.20,12.52,0.60,2.93,-1
"2016-08-29","PN",759.08,95.39,29.0,329.37,0.39,0.39,-1
"2016-08-29","P",768.03,33.22,90.4,36.73,0.95,2.64,1.97
"2016-08-29","B",754.77,26.79,55.3,48.42,0.32,0.24,4.36
"2016-08-29","J",753.66,61.47,83.0,74.09,7.09,0.05,7.04
"2016-08-29","T",742.62,24.21,28.4,85.20,12.09,0.60,2.93,-1
"2016-08-30","PN",759.09,95.55,29.0,329.37,2.24,0.39,-1
"2016-08-30","P",768.00,33.08,90.1,36.73,1.04,2.73,2.08
"2016-08-30","B",754.74,26.59,54.9,48.42,0.29,0.24,4.43
"2016-08-30","J",753.65,61.32,82.8,74.09,5.40,0.05,7.04
"2016-08-30","T",742.60,24.01,28.2,85.20,10.70,0.60,2.85,-1
"2016-08-31","PN",759.10,95.71,29.1,329.37,2.25,0.40,-1
"2016-08-31","P",767.96,32.88,89.5,36.73,0.54,2.78,1.97
"2016-08-31","B",754.70,26.32,54.4,48.42,0.18,0.24,4.97
"2016-08-31","J",753.67,61.61,83.2,74.09,5.41,0.05,1.99
"2016-08-31","T",742.55,23.51,27.6,85.20,7.16,0.60,2.93,-1
"2016-09-01","PN",759.10,95.71,29.1,329.37,0.40,0.40,-1
"2016-09-01","P",767.93,32.74,89.1,36.73,1.10,2.78,1.97
"2016-09-01","B",754.65,26.00,53.7,48.42,0.08,0.24,5.61
"2016-09-01","J",753.69,61.90,83.5,74.09,6.14,0.05,2.71
"2016-09-01","T",742.52,23.22,27.2,85.20,8.51,0.60,2.84,-1
"2016-09-02","PN",759.10,95.71,29.1,329.37,0.40,0.40,-1
"2016-09-02","P",767.90,32.59,88.7,36.73,1.11,2.78,2.31
"2016-09-02","B",754.62,25.80,53.3,48.42,0.53,0.24,4.87
"2016-09-02","J",753.71,62.20,83.9,74.09,5.19,0.05,1.76
"2016-09-02","T",742.48,22.82,26.8,85.20,8.18,0.60,2.93,-1
"2016-09-03","PN",759.10,95.71,29.1,329.37,0.42,0.42,-1
"2016-09-03","P",767.86,32.40,88.2,36.73,0.56,2.78,2.55
"2016-09-03","B",754.59,25.61,52.9,48.42,0.15,0.24,4.72
"2016-09-03","J",753.73,62.49,84.3,74.09,5.20,0.05,1.76
"2016-09-03","T",742.43,22.34,26.2,85.20,6.88,0.60,2.93,-1
"2016-09-04","PN",759.11,95.87,29.1,329.37,2.27,0.42,-1
"2016-09-04","P",767.82,32.21,87.7,36.73,0.57,2.78,2.31
"2016-09-04","B",754.55,25.37,52.4,48.42,0.06,0.24,4.91
"2016-09-04","J",753.75,62.78,84.7,74.09,5.17,0.05,1.73
"2016-09-04","T",742.36,21.66,25.4,85.20,5.98,0.60,2.93,-1
"2016-09-05","PN",759.12,96.03,29.2,329.37,1.53,0.42,-1
"2016-09-05","P",767.78,32.02,87.2,36.73,0.57,2.78,2.31
"2016-09-05","B",754.52,25.15,51.9,48.42,0.26,0.24,4.80
"2016-09-05","J",753.77,63.08,85.1,74.09,5.21,0.05,1.76
"2016-09-05","T",742.31,21.18,24.9,85.20,6.41,0.60,2.93,-1
"2016-09-06","PN",759.12,96.03,29.2,329.37,0.41,0.41,-1
"2016-09-06","P",767.76,31.92,86.9,36.73,1.68,2.78,2.20
"2016-09-06","B",754.49,24.96,51.5,48.42,0.26,0.24,4.45
"2016-09-06","J",753.77,63.08,85.1,74.09,4.91,0.05,4.86
"2016-09-06","T",742.29,20.99,24.6,85.20,10.03,0.60,2.93,-1
"2016-09-07","PN",759.12,96.03,29.2,329.37,0.42,0.42,-1
"2016-09-07","P",767.74,31.83,86.7,36.73,1.87,2.97,2.66
"2016-09-07","B",754.46,24.77,51.2,48.42,0.24,0.24,4.88
"2016-09-07","J",753.77,63.08,85.1,74.09,6.28,0.05,6.23
"2016-09-07","T",742.28,20.89,24.5,85.20,10.72,0.60,2.93,-1
"2016-09-08","PN",759.13,96.11,29.2,329.37,1.37,0.44,-1
"2016-09-08","P",767.70,31.64,86.1,36.73,0.78,2.97,2.66
"2016-09-08","B",754.43,24.58,50.8,48.42,0.04,0.24,4.68
"2016-09-08","J",753.77,63.08,85.1,74.09,6.56,0.05,6.51
"2016-09-08","T",742.26,20.70,24.3,85.20,10.55,0.60,2.93,-1
"2016-09-09","PN",759.13,96.19,29.2,329.37,1.37,0.44,-1
"2016-09-09","P",767.68,31.54,85.9,36.73,1.92,3.01,2.08
"2016-09-09","B",754.40,24.38,50.4,48.42,0.18,0.24,4.23
"2016-09-09","J",753.76,62.93,84.9,74.09,4.61,0.05,6.26
"2016-09-09","T",742.25,20.61,24.2,85.20,11.84,0.60,2.93,-1
"2016-09-10","PN",759.14,96.29,29.2,329.37,1.55,0.44,-1
"2016-09-10","P",767.65,31.40,85.5,36.73,1.37,3.01,2.43
"2016-09-10","B",754.37,24.19,50.0,48.42,0.44,0.24,4.83
"2016-09-10","J",753.76,62.93,84.9,74.09,6.31,0.05,6.26
"2016-09-10","T",742.23,20.42,24.0,85.20,10.34,0.60,2.93,-1
"2016-09-11","PN",759.14,96.35,29.3,329.37,1.16,0.42,-1
"2016-09-11","P",767.61,31.22,85.0,36.73,0.84,3.01,2.55
"2016-09-11","B",754.35,24.07,49.7,48.42,0.26,0.24,4.03
"2016-09-11","J",753.75,62.78,84.7,74.09,4.61,0.05,6.26
"2016-09-11","T",742.21,20.23,23.7,85.20,11.23,0.60,2.93,-1
"2016-09-12","PN",759.14,96.35,29.3,329.37,0.42,0.42,-1
"2016-09-12","P",767.57,31.03,84.5,36.73,0.85,3.02,2.55
"2016-09-12","B",754.33,23.94,49.4,48.42,0.28,0.24,4.05
"2016-09-12","J",753.74,62.64,84.5,74.09,4.61,0.05,6.26
"2016-09-12","T",742.19,20.04,23.5,85.20,10.91,0.60,2.93,-1
"2016-09-13","PN",759.15,96.51,29.3,329.37,2.28,0.42,-1
"2016-09-13","P",767.53,30.84,84.0,36.73,0.85,3.01,2.08
"2016-09-13","B",754.31,23.82,49.2,48.42,0.13,0.24,3.43
"2016-09-13","J",753.73,62.49,84.3,74.09,4.61,0.05,6.26
"2016-09-13","T",742.16,19.76,23.2,85.20,9.84,0.60,2.93,-1
"2016-09-14","PN",759.15,96.51,29.3,329.37,0.43,0.43,-1
"2016-09-14","P",767.48,30.61,83.3,36.73,0.32,3.01,2.43
"2016-09-14","B",754.29,23.69,48.9,48.42,0.06,0.24,3.70
"2016-09-14","J",753.72,62.34,84.1,74.09,6.03,0.05,7.68
"2016-09-14","T",742.13,19.48,22.9,85.20,10.86,0.60,2.49,-1
"2016-09-15","PN",759.15,96.51,29.3,329.37,0.43,0.43,-1
"2016-09-15","P",767.44,30.42,82.8,36.73,0.87,3.01,2.09
"2016-09-15","B",754.27,23.57,48.7,48.42,0.10,0.24,3.40
"2016-09-15","J",753.70,62.05,83.7,74.09,5.22,0.05,8.56
"2016-09-15","T",742.12,19.39,22.8,85.20,13.21,0.60,2.79,-1
"2016-09-16","PN",759.15,96.51,29.3,329.37,0.43,0.43,-1
"2016-09-16","P",767.40,30.24,82.3,36.73,0.88,3.01,1.96
"2016-09-16","B",754.25,23.44,48.4,48.42,0.11,0.24,3.27
"2016-09-16","J",753.67,61.61,83.2,74.09,3.54,0.05,8.56
"2016-09-16","T",742.10,19.20,22.5,85.20,10.73,0.60,0.77,-1
"2016-09-17","PN",759.15,96.51,29.3,329.37,0.44,0.44,-1
"2016-09-17","P",767.36,30.06,81.8,36.73,0.88,3.01,2.66
"2016-09-17","B",754.23,23.32,48.2,48.42,0.09,0.24,3.95
"2016-09-17","J",753.64,61.17,82.6,74.09,4.17,0.05,9.18
"2016-09-17","T",742.09,19.11,22.4,85.20,11.82,0.60,0.81,-1
"2016-09-18","PN",759.16,96.67,29.4,329.37,2.30,0.44,-1
"2016-09-18","P",767.31,29.83,81.2,36.73,0.36,3.01,2.08
"2016-09-18","B",754.21,23.19,47.9,48.42,0.11,0.24,3.39
"2016-09-18","J",753.60,60.59,81.8,74.09,3.82,0.05,10.50
"2016-09-18","T",742.09,19.11,22.4,85.20,13.61,0.60,2.55,-1
"2016-09-19","PN",759.18,97.00,29.4,329.37,4.19,0.46,-1
"2016-09-19","P",767.28,29.69,80.8,36.73,1.43,3.01,2.43
"2016-09-19","B",754.19,23.07,47.6,48.42,0.11,0.24,3.73
"2016-09-19","J",753.57,60.16,81.2,74.09,6.25,0.05,11.23
"2016-09-19","T",742.10,19.20,22.5,85.20,15.19,0.60,2.93,-1
"2016-09-20","PN",759.19,97.16,29.5,329.37,2.32,0.46,-1
"2016-09-20","P",767.24,29.51,80.3,36.73,0.91,3.01,2.31
"2016-09-20","B",754.17,22.95,47.4,48.42,0.08,0.24,3.58
"2016-09-20","J",753.54,59.72,80.6,74.09,5.78,0.05,10.75
"2016-09-20","T",742.12,19.39,22.8,85.20,14.61,0.60,2.93,-1
"2016-09-21","PN",759.20,97.32,29.5,329.37,2.34,0.47,-1
"2016-09-21","P",767.20,29.33,79.8,36.73,0.91,3.01,2.89
"2016-09-21","B",754.15,22.82,47.1,48.42,0.11,0.24,4.19
"2016-09-21","J",753.50,59.15,79.8,74.09,4.48,0.05,11.11
"2016-09-21","T",742.15,19.67,23.1,85.20,15.56,0.60,2.93,-1
"2016-09-22","PN",759.21,97.48,29.6,329.37,2.19,0.32,-1
"2016-09-22","P",767.19,29.28,79.7,36.73,0.88,1.40,2.80
"2016-09-22","B",754.13,22.70,46.9,48.42,0.09,0.24,4.07
"2016-09-22","J",753.46,58.57,79.1,74.09,4.50,0.05,11.11
"2016-09-22","T",742.18,19.95,23.4,85.20,15.87,0.60,2.93,-1
"2016-09-23","PN",759.22,97.64,29.6,329.37,2.19,0.32,-1
"2016-09-23","P",767.18,29.24,79.6,36.73,0.88,1.40,2.52
"2016-09-23","B",754.11,22.58,46.6,48.42,0.13,0.24,3.83
"2016-09-23","J",753.42,58.00,78.3,74.09,4.52,0.05,11.11
"2016-09-23","T",742.21,20.23,23.7,85.20,15.17,0.60,2.93,-1
"2016-09-24","PN",759.23,97.80,29.7,329.37,2.19,0.32,-1
"2016-09-24","P",767.17,29.19,79.5,36.73,0.88,1.40,2.55
"2016-09-24","B",754.10,22.51,46.5,48.42,0.97,0.24,3.99
"2016-09-24","J",753.39,57.57,77.7,74.09,4.51,0.05,9.43
"2016-09-24","T",742.23,20.42,24.0,85.20,15.94,0.60,2.93,-1
"2016-09-25","PN",759.24,97.96,29.7,329.37,2.19,0.32,-1
"2016-09-25","P",767.16,29.15,79.4,36.73,0.88,1.40,1.97
"2016-09-25","B",754.08,22.39,46.2,48.42,0.23,0.24,3.37
"2016-09-25","J",753.37,57.28,77.3,74.09,4.10,0.05,7.35
"2016-09-25","T",742.24,20.51,24.1,85.20,14.18,0.60,2.74,-1
"2016-09-26","PN",759.24,97.96,29.7,329.37,0.32,0.32,-1
"2016-09-26","P",767.15,29.10,79.2,36.73,0.88,1.40,1.50
"2016-09-26","B",754.04,22.15,45.7,48.42,0.17,0.24,4.25
"2016-09-26","J",753.35,57.00,76.9,74.09,5.10,0.05,8.35
"2016-09-26","T",742.26,20.70,24.3,85.20,14.09,0.60,2.73,-1
"2016-09-27","PN",759.24,97.96,29.7,329.37,0.52,0.52,-1
"2016-09-27","P",767.13,29.03,79.0,36.73,0.57,1.40,1.27
"2016-09-27","B",753.99,21.85,45.1,48.42,0.13,0.24,4.66
"2016-09-27","J",753.34,56.86,76.7,74.09,4.95,0.05,6.55
"2016-09-27","T",742.25,20.65,24.2,85.20,11.55,0.60,2.47,-1
"2016-09-28","PN",759.24,97.96,29.7,329.37,0.49,0.49,-1
"2016-09-28","P",767.12,28.99,78.9,36.73,0.88,1.40,0.93
"2016-09-28","B",753.95,21.61,44.6,48.42,0.04,0.24,3.52
"2016-09-28","J",753.32,56.57,76.4,74.09,3.75,0.05,6.99
"2016-09-28","T",742.23,20.42,24.0,85.20,10.63,0.60,1.92,-1
"2016-09-29","PN",759.24,97.96,29.7,329.37,0.47,0.47,-1
"2016-09-29","P",767.11,28.92,78.7,36.73,0.67,1.40,1.16
"2016-09-29","B",753.92,21.43,44.3,48.42,0.49,0.24,3.49
"2016-09-29","J",753.30,56.29,76.0,74.09,3.75,0.05,6.99
"2016-09-29","T",742.20,20.14,23.6,85.20,10.20,0.60,1.63,-1
"2016-09-30","PN",759.24,97.96,29.7,329.37,0.47,0.47,-1
"2016-09-30","P",767.09,28.83,78.5,36.73,0.36,1.40,0.81
"2016-09-30","B",753.88,21.19,43.8,48.42,0.13,0.24,3.46
"2016-09-30","J",753.28,56.00,75.6,74.09,3.76,0.05,6.99
"2016-09-30","T",742.18,19.95,23.4,85.20,10.34,0.60,1.29,-1
"2016-10-01","PN",759.24,97.96,29.7,329.37,0.47,0.47,-1
"2016-10-01","P",767.07,28.74,78.3,36.73,0.36,1.40,0.23
"2016-10-01","B",753.84,20.95,43.3,48.42,0.22,0.24,2.96
"2016-10-01","J",753.26,55.68,75.1,74.09,3.20,0.05,6.92
"2016-10-01","T",742.16,19.76,23.2,85.20,10.70,0.60,1.21,-1
"2016-10-02","PN",759.24,97.96,29.7,329.37,0.47,0.47,-1
"2016-10-02","P",767.06,28.70,78.1,36.73,0.88,1.40,0.69
"2016-10-02","B",753.82,20.83,43.0,48.42,0.59,0.24,2.41
"2016-10-02","J",753.23,55.30,74.6,74.09,2.55,0.05,6.92
"2016-10-02","T",742.12,19.39,22.8,85.20,8.68,0.60,0.30,-1
"2016-10-03","PN",759.24,97.96,29.7,329.37,0.45,0.45,-1
"2016-10-03","P",767.05,28.65,78.0,36.73,0.88,1.40,0.69
"2016-10-03","B",753.78,20.61,42.6,48.42,0.44,0.24,3.48
"2016-10-03","J",753.21,55.01,74.3,74.09,3.71,0.05,6.92
"2016-10-03","T",742.08,19.05,22.4,85.20,8.72,0.60,0.30,-1
"2016-10-04","PN",759.24,97.96,29.7,329.37,0.47,0.47,-1
"2016-10-04","P",767.06,28.70,78.1,36.73,1.92,1.40,1.04
"2016-10-04","B",753.76,20.48,42.3,48.42,0.86,0.24,3.16
"2016-10-04","J",753.20,54.80,74.0,74.09,6.34,0.05,8.74
"2016-10-04","T",742.08,19.02,22.3,85.20,11.89,0.60,0.00,-1
"2016-10-05","PN",759.25,98.13,29.8,329.37,2.34,0.47,-1
"2016-10-05","P",767.06,28.70,78.1,36.73,1.40,1.40,0.93
"2016-10-05","B",753.74,20.36,42.1,48.42,0.38,0.24,2.43
"2016-10-05","J",753.17,54.45,73.5,74.09,5.72,0.05,9.74
"2016-10-05","T",742.09,19.11,22.4,85.20,12.78,0.60,0.96,-1
"2016-10-06","PN",759.25,98.13,29.8,329.37,0.48,0.48,-1
"2016-10-06","P",767.05,28.65,78.0,36.73,0.88,1.40,0.81
"2016-10-06","B",753.72,20.24,41.8,48.42,0.40,0.24,2.32
"2016-10-06","J",753.14,54.03,72.9,74.09,4.92,0.05,9.74
"2016-10-06","T",742.12,19.39,22.8,85.20,13.84,0.60,3.07,-1
"2016-10-07","PN",759.25,98.13,29.8,329.37,0.47,0.47,-1
"2016-10-07","P",767.04,28.61,77.9,36.73,0.88,1.40,1.04
"2016-10-07","B",753.70,20.13,41.6,48.42,0.65,0.24,2.80
"2016-10-07","J",753.11,53.61,72.4,74.09,4.81,0.05,9.62
"2016-10-07","T",742.15,19.67,23.1,85.20,14.03,0.60,3.07,-1
"2016-10-08","PN",759.25,98.13,29.8,329.37,0.47,0.47,-1
"2016-10-08","P",767.04,28.61,77.9,36.73,1.40,1.40,1.04
"2016-10-08","B",753.67,19.95,41.2,48.42,0.15,0.24,2.97
"2016-10-08","J",753.07,53.05,71.6,74.09,3.21,0.05,9.62
"2016-10-08","T",742.18,19.95,23.4,85.20,14.36,0.60,1.67,-1
"2016-10-09","PN",759.25,98.13,29.8,329.37,0.47,0.47,-1
"2016-10-09","P",767.03,28.56,77.8,36.73,0.88,1.40,1.16
"2016-10-09","B",753.65,19.84,41.0,48.42,0.49,0.24,2.75
"2016-10-09","J",753.03,52.50,70.9,74.09,3.23,0.05,9.62
"2016-10-09","T",742.20,20.14,23.6,85.20,13.68,0.60,1.87,-1
"2016-10-10","PN",759.25,98.13,29.8,329.37,0.47,0.47,-1
"2016-10-10","P",767.01,28.48,77.5,36.73,0.37,1.40,0.81
"2016-10-10","B",753.63,19.72,40.7,48.42,0.17,0.24,2.08
"2016-10-10","J",752.99,51.87,70.0,74.09,2.31,0.05,9.49
"2016-10-10","T",742.21,20.23,23.7,85.20,14.60,0.60,3.17,-1
"2016-10-11","PN",759.25,98.13,29.8,329.37,0.52,0.52,-1
"2016-10-11","P",767.00,28.43,77.4,36.73,0.89,1.40,0.35
"2016-10-11","B",753.60,19.55,40.4,48.42,0.19,0.24,2.30
"2016-10-11","J",752.94,51.25,69.2,74.09,2.79,0.50,9.49
"2016-10-11","T",742.24,20.51,24.1,85.20,13.31,0.60,3.17,-1
"2016-10-12","PN",759.26,98.21,29.8,329.37,1.37,0.43,-1
"2016-10-12","P",766.99,28.39,77.3,36.73,0.89,1.40,0.49
"2016-10-12","B",753.57,19.38,40.0,48.42,0.17,0.24,2.41
"2016-10-12","J",752.90,50.66,68.4,74.09,2.62,0.05,9.43
"2016-10-12","T",742.27,20.80,24.4,85.20,13.14,0.60,3.17,-1
"2016-10-13","PN",759.26,98.21,29.8,329.37,0.43,0.43,-1
"2016-10-13","P",766.98,28.34,77.2,36.73,0.89,1.40,0.90
"2016-10-13","B",753.54,19.21,39.7,48.42,0.15,0.24,2.79
"2016-10-13","J",752.86,50.09,67.6,74.09,2.96,0.05,9.43
"2016-10-13","T",742.30,21.08,24.7,85.20,14.61,0.60,3.17,-1
"2016-10-14","PN",759.30,98.94,30.0,329.37,8.91,0.47,-1
"2016-10-14","P",767.02,28.52,77.7,36.73,3.46,1.40,1.97
"2016-10-14","B",753.57,19.38,40.0,48.42,3.73,0.24,3.48
"2016-10-14","J",752.88,50.42,68.1,74.09,13.48,0.05,9.62
"2016-10-14","T",742.37,21.75,25.5,85.20,18.66,0.60,1.67,-1
"2016-10-15","PN",759.36,99.91,30.3,329.37,11.77,0.47,-1
"2016-10-15","P",767.07,28.74,78.3,36.73,3.98,1.40,3.94
"2016-10-15","B",753.63,19.72,40.7,48.42,4.82,0.24,4.53
"2016-10-15","J",752.95,51.39,69.4,74.09,21.64,0.05,10.43
"2016-10-15","T",742.52,23.22,27.2,85.20,28.03,0.60,1.91,-1
"2016-10-16","PN",759.39,100.40,30.5,329.37,6.18,0.52,-1
