date,Jaguari_QNat,Jaguari_QJus,Jaguari_Vop,Cachoeira_QNat,Cachoeira_QJus,Cachoeira_Vop,Atibainha_QNat,Atibainha_QJus,Atibainha_Vop,PaivaC_QNat,PaivaC_QJus,PaivaC_Vop,QESI
2013-09-24,6.62,2.5,40.15,2.99,2.2,46.05,2.5,3.68,51.95,2.96,1.0,47.01,32.4
2013-09-25,6.15,2.5,39.85,2.5,2.0,45.95,2.55,3.5,51.95,2.92,1.0,50.33,31.1
2013-09-26,5.59,2.5,39.55,2.31,2.0,45.75,3.71,3.5,52.16,4.06,1.0,51.44,33.0
2013-09-27,4.62,2.5,39.25,1.55,2.0,45.46,0.75,3.5,52.16,3.76,1.0,50.33,33.0
2013-09-28,2.97,2.5,38.91,0.88,2.0,45.36,0.71,3.5,52.16,3.6,1.0,49.22,32.8
2013-09-29,3.07,2.5,38.57,0.88,2.0,45.26,0.65,3.5,52.16,3.74,1.0,49.22,31.9
2013-09-30,7.99,2.5,38.32,1.92,2.0,44.96,1.11,3.5,52.16,5.41,1.0,50.33,32.6
2013-10-01,16.67,2.5,38.15,1.2,2.0,44.57,6.9,3.5,52.78,2.29,1.0,51.44,29.1
2013-10-02,15.79,2.5,32.98,3.24,2.0,44.27,5.84,3.5,53.62,4.63,1.0,48.11,32.3
2013-10-03,14.66,1.69,32.81,3.15,1.19,44.08,1.1,1.47,53.83,5.07,1.0,50.88,31.2
2013-10-04,18.53,1.5,32.68,3.62,1.0,43.98,8.99,1.0,55.5,8.56,1.0,48.67,31.1
2013-10-05,29.86,1.13,32.68,6.25,0.58,44.67,8.08,0.6,56.76,7.38,1.0,45.36,31.6
2013-10-06,17.41,1.0,32.56,1.98,0.5,44.86,6.74,0.5,57.39,3.23,1.0,44.26,30.5
2013-10-07,11.87,1.0,32.39,2.72,0.5,44.96,2.53,0.5,57.39,3.98,1.0,47.56,30.1
2013-10-08,6.06,1.0,32.14,2.23,0.5,45.46,1.8,0.5,57.18,3.0,1.0,49.22,30.5
2013-10-09,9.81,1.22,36.89,1.98,0.98,45.95,2.03,1.28,57.18,2.89,1.0,49.22,31.7
2013-10-10,9.6,1.5,36.64,1.5,1.5,46.25,0.46,2.0,56.97,3.99,1.0,49.77,32.4
2013-10-11,5.76,1.5,36.35,3.91,1.5,46.85,0.52,2.0,56.76,3.07,1.0,48.67,33.0
2013-10-12,6.19,1.85,36.05,4.67,2.24,47.45,1.37,2.78,56.55,2.51,1.0,47.01,33.0
2013-10-13,2.55,2.0,35.22,3.33,2.5,47.85,1.47,3.0,56.34,2.64,1.0,49.22,29.6
2013-10-14,5.01,2.0,35.44,2.49,2.5,48.15,0.77,3.0,55.92,2.33,1.0,50.88,29.9
2013-10-15,7.06,2.0,35.15,4.73,2.5,48.75,1.41,3.0,55.71,2.21,1.0,49.77,32.3
2013-10-16,14.8,2.0,34.94,8.87,2.5,49.86,3.87,3.0,55.71,3.31,1.0,50.33,32.1
2013-10-17,11.51,2.0,34.2,8.58,2.5,50.98,6.1,3.0,56.34,7.79,1.0,53.66,29.5
2013-10-18,19.21,2.0,34.53,4.5,2.5,51.59,2.86,3.0,56.97,3.93,1.0,47.56,30.7
2013-10-19,34.5,2.0,34.53,8.39,2.22,52.72,7.1,2.48,57.6,11.41,1.0,54.22,31.7
2013-10-20,30.68,2.0,34.49,4.88,2.0,53.45,1.77,2.0,58.23,4.15,1.0,47.56,31.3
2013-10-21,14.51,2.0,34.29,4.79,2.0,53.96,7.73,2.0,58.87,3.88,1.0,48.67,30.8
2013-10-22,17.56,2.0,34.12,3.67,2.0,54.38,0.55,2.0,58.66,5.24,1.0,50.33,32.8
2013-10-23,20.56,1.67,34.0,5.9,1.67,54.9,1.45,1.29,58.66,3.5,1.0,50.33,33.0
2013-10-24,23.9,1.5,33.92,3.55,1.5,55.11,4.68,1.0,59.29,5.54,1.0,48.67,33.0
2013-10-25,11.73,1.5,33.22,4.38,1.5,55.32,5.56,1.0,59.71,3.75,1.0,48.67,33.0
2013-10-26,11.76,1.5,33.52,1.8,1.5,55.32,0.39,1.0,59.71,3.07,1.0,46.46,32.9
2013-10-27,15.58,1.5,33.35,0.26,1.5,55.21,0.19,1.0,59.71,2.15,1.0,42.07,33.0
2013-10-28,4.39,1.9,33.07,2.51,1.88,55.11,7.74,1.72,60.13,1.63,1.0,44.81,29.9
2013-10-29,6.45,2.0,32.83,1.72,2.0,54.9,1.13,2.0,59.92,5.14,1.0,46.46,32.6
2013-10-30,8.53,2.0,32.59,1.63,2.48,54.69,1.11,2.0,59.92,1.15,1.0,44.81,30.6
2013-10-31,10.5,2.0,32.35,2.34,3.0,54.69,1.73,2.0,59.92,2.18,1.0,44.26,31.7
2013-11-01,9.06,2.0,32.11,2.12,3.0,54.48,2.42,2.0,59.92,2.45,1.0,45.91,30.7
2013-11-02,4.2,2.19,31.83,2.85,3.26,54.17,0.26,2.0,59.71,3.15,1.0,47.56,31.5
2013-11-03,11.91,2.4,31.63,1.42,3.5,53.65,0.3,2.0,59.5,2.18,1.0,46.46,33.0
2013-11-04,7.2,2.4,31.39,2.37,3.5,53.14,2.76,2.0,59.5,2.03,1.0,47.01,31.4
2013-11-05,6.33,2.4,31.16,1.96,3.5,52.62,1.05,2.0,59.5,5.16,1.0,48.11,31.0
2013-11-06,23.69,2.4,31.12,4.32,3.5,52.11,5.5,2.0,59.71,3.03,1.0,51.44,30.2
2013-11-07,25.94,2.4,31.12,2.89,3.5,51.49,0.75,2.0,59.71,4.63,1.0,53.1,28.8
2013-11-08,14.12,2.4,30.96,1.85,3.5,50.88,1.78,2.0,60.13,5.58,1.0,51.44,30.9
2013-11-09,3.09,2.4,30.68,1.05,3.5,50.17,2.06,2.0,60.35,1.02,1.0,47.01,31.4
2013-11-10,3.16,2.4,30.41,0.25,3.5,49.36,3.0,2.0,60.35,3.71,1.0,47.56,33.0
2013-11-11,5.96,2.4,30.17,0.79,3.5,48.35,2.02,2.0,60.35,0.57,1.0,48.67,29.6
2013-11-12,8.35,2.4,30.02,2.91,3.5,47.35,2.81,2.0,60.13,2.76,1.0,48.67,33.0
2013-11-13,7.95,2.4,29.86,3.23,3.5,46.35,3.04,2.0,59.92,2.15,1.0,49.77,31.5
2013-11-14,6.27,3.02,29.63,1.19,3.75,45.85,0.55,2.79,59.29,0.67,1.0,47.56,33.0
2013-11-15,5.49,3.5,29.39,0.62,4.0,45.16,1.76,3.5,58.66,0.74,1.0,45.36,33.0
2013-11-16,9.16,3.5,29.2,1.52,4.0,44.67,0.13,3.5,57.81,2.08,1.0,45.36,32.4
2013-11-17,23.69,3.5,29.16,5.49,4.0,44.67,4.88,3.5,57.39,2.31,1.0,45.91,32.2
2013-11-18,7.47,3.5,28.97,2.9,4.0,44.08,2.1,3.5,56.76,0.29,1.0,48.11,28.7
2013-11-19,10.92,3.5,28.81,3.02,4.0,43.49,2.1,3.5,56.13,1.53,1.0,48.67,31.3
2013-11-20,9.63,3.5,28.66,3.04,4.0,42.9,1.04,3.5,55.29,2.17,1.0,49.77,31.4
2013-11-21,9.54,3.5,28.46,3.12,4.0,42.61,2.23,3.5,54.66,1.09,1.0,48.11,32.8
2013-11-22,13.25,3.5,28.31,2.81,4.0,42.61,2.52,3.5,53.83,2.23,1.0,47.56,33.0
2013-11-23,12.99,3.5,28.16,3.0,4.0,42.71,5.83,3.5,53.2,1.91,1.0,48.11,31.8
2013-11-24,15.83,3.5,28.03,5.35,4.0,43.0,3.34,3.5,52.78,3.64,1.0,48.11,29.2
2013-11-25,18.3,3.23,27.97,7.21,3.31,43.49,5.74,2.72,52.58,6.29,1.0,51.99,29.4
2013-11-26,17.27,2.5,27.89,8.47,1.0,44.37,10.27,1.0,53.41,5.28,1.0,45.91,31.9
2013-11-27,16.19,2.5,27.81,9.7,1.0,45.26,7.15,1.0,53.2,3.69,1.0,47.56,32.1
2013-11-28,27.85,2.5,27.85,11.33,1.0,46.45,7.16,1.0,52.99,3.75,1.0,49.77,31.8
2013-11-29,24.28,2.5,27.85,8.26,1.0,47.25,7.16,1.0,52.78,2.91,1.0,49.77,33.0
2013-11-30,13.26,2.5,27.81,10.87,1.0,46.95,0.75,1.0,52.37,2.02,1.0,48.67,33.0
2013-12-01,15.56,2.5,27.81,4.52,1.0,46.15,4.43,1.0,51.95,1.04,1.0,48.11,31.6
2013-12-02,14.43,2.5,27.81,3.7,1.0,45.56,1.04,1.0,50.91,0.91,1.0,49.77,29.5
2013-12-03,22.83,2.5,27.89,6.32,1.0,45.16,1.03,1.0,50.08,2.06,1.0,48.67,33.0
2013-12-04,24.51,2.79,27.97,5.74,1.54,44.86,4.43,1.5,49.46,0.56,1.0,45.91,33.0
2013-12-05,17.7,3.0,27.89,2.48,2.0,44.86,2.14,2.0,48.63,0.36,1.0,43.72,33.0
2013-12-06,21.06,3.0,27.81,2.29,2.72,45.16,3.78,2.0,48.01,4.37,1.0,45.36,33.0
2013-12-07,24.64,3.0,27.27,4.66,3.5,45.65,2.84,2.0,47.18,1.14,1.0,45.91,32.09
2013-12-08,24.64,3.0,27.24,1.48,3.5,45.75,5.77,2.0,46.56,0.68,1.0,48.67,30.3
2013-12-09,26.06,3.0,27.24,2.88,3.5,45.75,5.53,2.0,45.95,0.08,1.0,51.99,29.0
2013-12-10,13.89,3.0,27.62,3.41,3.5,45.26,3.24,2.0,45.53,2.07,1.0,51.99,32.4
2013-12-11,33.04,3.0,27.2,1.83,3.5,44.67,1.0,2.0,45.53,2.86,1.0,49.22,29.3
2013-12-12,14.05,2.31,27.58,3.22,2.08,44.37,6.74,1.35,45.74,0.82,1.0,45.91,31.8
2013-12-13,9.76,2.0,27.43,3.84,1.5,44.18,6.1,1.0,45.74,1.17,1.0,45.91,31.2
2013-12-14,17.36,2.0,27.36,1.0,1.5,43.69,3.78,1.0,45.53,0.22,1.0,45.36,30.7
2013-12-15,12.65,2.0,27.24,2.18,1.5,43.2,3.77,1.0,45.33,1.48,1.0,46.46,30.5
2013-12-16,10.39,2.0,27.13,2.66,1.5,42.52,1.74,1.0,44.92,0.74,1.0,48.11,29.3
2013-12-17,6.84,2.71,26.98,2.37,2.13,41.64,2.82,2.0,44.51,0.35,1.0,47.01,31.3
2013-12-18,6.51,3.0,26.82,3.28,2.5,40.77,3.34,2.5,44.1,2.41,1.0,48.11,31.3
2013-12-19,6.05,3.0,26.67,3.63,3.03,40.39,1.09,2.5,43.07,0.83,1.0,47.56,31.2
2013-12-20,9.21,3.0,26.56,3.02,3.5,40.1,0.94,2.5,41.85,0.14,1.0,48.11,29.4
2013-12-21,9.23,3.0,26.45,3.76,3.5,39.91,3.14,2.5,40.83,0.28,1.0,44.81,32.8
2013-12-22,3.8,3.0,26.22,2.51,3.5,40.2,0.8,2.5,39.6,0.02,1.0,43.72,30.5
2013-12-23,6.4,3.0,25.92,6.93,3.5,42.03,1.13,2.5,38.38,0.15,1.0,47.56,28.1
2013-12-24,9.99,3.0,25.66,3.56,3.5,42.42,3.37,2.5,37.98,0.05,1.0,50.33,30.4
2013-12-25,17.02,3.0,25.47,6.03,3.5,42.9,2.18,2.5,37.78,0.36,1.0,51.44,30.4
2013-12-26,11.85,3.0,25.25,6.4,3.5,43.2,3.8,2.5,38.38,2.31,1.0,50.88,26.6
2013-12-27,18.06,3.0,25.1,7.23,3.5,43.49,1.33,2.5,38.59,0.89,1.0,47.01,30.2
2013-12-28,4.23,3.0,24.8,7.24,3.5,43.78,1.01,2.5,38.59,0.64,1.0,44.26,30.9
2013-12-29,7.77,3.0,24.55,7.24,3.5,44.08,4.01,2.5,38.59,2.15,1.0,48.11,29.6
2013-12-30,4.04,2.64,24.25,7.11,1.78,44.57,3.3,1.34,39.2,6.1,1.0,53.1,26.2
2013-12-31,14.28,2.5,24.07,4.22,1.0,44.96,1.76,1.0,40.01,3.92,1.0,47.56,28.5
2014-01-01,17.74,2.5,23.92,3.43,1.0,45.26,1.04,1.0,40.42,0.33,1.0,43.17,27.7
2014-01-02,10.93,2.5,23.2,2.63,1.0,45.46,3.74,1.0,40.62,0.58,1.0,48.67,24.2
2014-01-03,7.04,2.5,23.45,4.03,1.0,45.56,3.82,1.0,41.03,0.69,1.0,47.56,29.6
2014-01-04,22.83,1.21,23.37,3.23,1.0,45.56,1.9,1.0,41.03,0.5,1.0,45.36,33.0
2014-01-05,8.99,1.0,23.19,1.88,1.0,44.96,1.71,1.0,41.23,3.91,1.0,48.67,29.1
2014-01-06,8.22,1.0,23.05,1.07,1.0,43.78,0.57,1.0,41.64,0.76,1.0,46.46,27.1
2014-01-07,7.45,1.0,22.9,2.34,1.0,42.81,0.71,1.0,41.44,0.89,1.0,47.01,30.6
2014-01-08,7.51,1.0,22.68,2.01,1.0,42.52,1.53,1.0,41.44,0.83,1.0,45.91,31.5
2014-01-09,7.88,1.0,22.47,1.65,1.0,42.22,1.57,1.0,41.44,0.33,1.0,44.81,31.0
2014-01-10,7.77,1.0,22.25,3.36,1.0,42.13,7.48,1.0,41.85,0.34,1.0,45.36,30.9
2014-01-11,3.16,1.0,21.93,0.3,1.0,42.32,3.0,1.0,41.85,0.1,1.0,45.36,31.2
2014-01-12,3.33,1.0,21.61,6.53,1.0,43.29,1.03,1.0,41.64,0.05,1.0,47.01,30.0
2014-01-13,6.37,1.0,21.32,4.91,1.0,43.98,5.21,1.0,41.85,1.24,1.0,51.99,28.2
2014-01-14,12.77,1.0,21.11,11.04,1.0,45.36,3.63,1.0,42.66,3.43,1.0,48.11,30.0
2014-01-15,11.01,1.0,20.86,4.13,1.0,46.05,6.43,1.0,43.48,3.19,1.0,46.46,30.7
2014-01-16,10.68,1.0,20.61,3.03,1.0,46.55,2.67,1.0,43.69,1.56,1.0,47.56,29.8
2014-01-17,6.96,1.0,20.33,4.43,1.0,47.15,1.99,1.0,44.1,2.03,1.0,45.36,30.3
2014-01-18,13.6,1.0,20.12,4.45,1.0,47.75,10.73,1.0,45.74,3.19,1.0,38.81,30.3
2014-01-19,7.11,1.0,19.84,2.03,1.0,48.05,4.89,1.0,46.15,0.98,1.0,39.35,29.7
2014-01-20,5.44,1.0,19.56,2.99,1.0,48.35,1.14,1.0,46.15,0.4,1.0,40.98,28.2
2014-01-21,5.1,1.0,19.32,0.98,1.0,47.95,1.07,1.0,46.15,0.31,1.0,39.35,30.9
2014-01-22,8.8,1.0,19.15,2.16,1.0,47.35,5.82,1.0,46.56,0.46,1.0,36.64,32.1
2014-01-23,7.76,1.0,18.97,3.23,1.0,46.75,1.57,1.0,46.56,0.29,1.0,39.89,27.0
2014-01-24,4.16,1.0,18.27,3.69,1.0,46.15,7.98,1.0,46.98,0.61,1.0,38.81,33.0
2014-01-25,4.0,1.0,18.56,3.11,1.0,45.46,0.67,1.0,46.77,2.16,1.0,39.89,32.2
2014-01-26,4.05,1.0,18.35,3.93,1.0,44.86,3.41,1.0,46.77,1.54,1.0,43.17,30.1
2014-01-27,6.49,1.0,18.18,3.15,1.0,44.08,1.4,1.0,46.98,2.09,1.0,43.17,29.2
2014-01-28,5.89,1.0,18.01,3.0,1.0,43.2,5.32,1.0,47.39,0.57,0.63,39.35,33.0
2014-01-29,5.71,1.0,17.84,2.41,1.0,42.22,1.27,1.0,47.18,0.5,0.5,39.35,32.5
2014-01-30,5.18,1.0,17.67,3.79,1.0,41.35,1.78,1.0,46.98,0.44,0.5,40.98,31.5
2014-01-31,2.76,1.0,17.47,2.22,1.0,40.49,0.87,1.0,46.56,0.48,0.5,41.53,33.0
2014-02-01,2.32,1.0,17.23,1.9,1.0,39.91,2.16,1.0,46.36,0.04,0.5,43.17,30.6
2014-02-02,5.54,1.0,17.03,1.92,1.0,39.34,1.67,1.0,46.15,0.06,0.5,41.53,33.0
2014-02-03,1.92,1.0,16.29,1.66,1.0,38.67,1.6,1.0,45.95,0.04,0.5,43.17,30.0
2014-02-04,4.0,1.0,16.59,1.32,1.0,37.91,0.8,1.0,45.53,0.09,0.5,44.26,31.3
2014-02-05,2.0,1.0,16.35,1.23,1.0,37.16,1.38,1.0,45.33,0.12,0.5,42.62,33.0
2014-02-06,1.37,1.0,16.12,1.06,1.0,36.31,0.96,1.0,45.12,0.12,0.5,40.44,32.9
2014-02-07,2.73,1.0,15.92,1.07,1.0,35.38,0.61,1.0,44.51,0.41,0.5,43.17,32.0
2014-02-08,1.25,1.0,15.69,1.03,1.0,34.63,0.12,1.0,43.89,0.22,0.5,45.91,31.3
2014-02-09,3.41,1.0,15.49,1.31,1.0,33.8,1.41,1.0,43.48,0.63,0.5,48.67,30.7
2014-02-10,3.97,1.0,15.32,3.17,1.0,32.88,0.39,1.0,43.07,1.37,0.5,51.99,29.9
2014-02-11,1.62,1.0,15.13,1.25,1.0,32.06,0.54,1.0,42.87,2.59,0.5,50.88,30.9
2014-02-12,1.46,1.0,14.9,0.94,1.0,31.51,0.37,1.0,42.66,1.57,0.5,48.67,31.0
2014-02-13,1.13,1.0,14.67,0.57,1.0,30.97,0.39,1.0,42.25,1.13,0.5,47.56,31.1
2014-02-14,5.86,1.0,14.5,4.09,1.0,30.52,3.92,1.0,42.05,2.95,0.5,50.33,32.1
2014-02-15,5.7,1.0,14.31,9.5,1.0,31.06,3.68,1.0,42.87,9.25,0.5,48.67,30.9
2014-02-16,0.67,1.0,14.05,12.12,2.4,31.88,2.0,1.0,43.28,2.17,0.2,47.56,26.5
2014-02-17,6.61,1.0,13.85,13.7,2.0,33.53,8.12,1.0,43.69,3.39,0.2,49.77,26.0
2014-02-18,3.46,1.0,13.63,13.19,2.0,35.28,5.07,1.0,43.69,3.67,0.2,47.01,30.6
2014-02-19,3.46,1.0,13.4,2.21,2.0,35.75,1.26,1.0,43.07,0.43,0.2,45.36,28.8
2014-02-20,0.82,1.0,13.14,2.17,2.0,36.22,0.79,1.0,42.25,3.38,0.2,47.56,30.4
2014-02-21,2.05,1.0,12.92,1.01,2.0,36.31,0.67,1.0,41.44,1.65,0.2,48.11,30.0
2014-02-22,11.06,1.0,12.29,1.14,2.0,35.94,1.22,1.0,41.03,2.25,0.2,48.67,30.5
2014-02-23,8.11,1.0,12.63,1.23,2.0,35.47,0.3,1.0,40.62,2.95,0.2,54.22,26.7
2014-02-24,2.35,1.0,12.44,1.07,2.0,35.01,0.18,1.0,40.01,1.32,0.2,53.1,30.1
2014-02-25,4.48,1.0,12.28,2.47,2.0,34.26,1.4,1.0,40.01,3.44,0.2,53.1,28.4
2014-02-26,4.69,1.0,12.09,2.28,2.0,33.89,4.25,1.0,39.6,1.64,0.2,60.39,27.5
2014-02-27,3.72,1.0,11.87,2.57,2.0,33.8,1.99,1.0,39.6,4.32,0.2,61.52,28.8
2014-02-28,4.42,1.0,11.68,1.84,2.0,33.53,0.6,1.0,39.4,4.8,0.2,62.65,28.6
2014-03-01,25.0,1.0,11.68,4.3,2.0,33.8,17.51,1.0,41.85,7.52,0.2,55.34,27.1
2014-03-02,4.47,1.0,11.46,2.0,2.0,33.8,3.77,1.0,42.87,6.62,0.2,49.77,26.7
2014-03-03,5.95,1.0,11.28,2.76,2.0,33.71,0.79,1.0,43.07,5.59,0.2,55.34,22.0
2014-03-04,6.0,1.0,11.09,2.01,2.0,33.53,1.21,1.0,43.48,4.11,0.2,51.44,27.0
2014-03-05,8.95,1.0,10.93,1.27,2.0,33.25,1.18,1.0,43.89,4.32,0.2,49.77,25.2
2014-03-06,5.03,1.0,10.25,1.91,1.58,32.97,3.54,1.0,44.51,4.66,0.2,48.11,25.6
2014-03-07,7.54,1.0,10.59,2.07,1.0,32.79,0.98,1.0,44.51,2.41,0.2,45.91,27.7
2014-03-08,7.57,1.0,10.44,2.81,1.0,32.7,14.01,1.0,46.15,22.19,0.2,63.21,25.0
2014-03-09,7.61,1.0,10.28,3.55,1.0,32.7,12.15,1.0,49.25,20.73,0.2,58.14,25.2
2014-03-10,3.11,1.0,10.1,4.27,1.0,32.61,4.52,1.0,50.08,1.09,0.2,49.22,26.4
2014-03-11,4.35,1.0,0.92,2.32,1.0,32.42,0.18,1.0,49.87,6.29,0.2,51.99,28.5
2014-03-12,4.75,1.0,0.23,4.0,1.0,32.42,2.77,1.0,50.5,7.21,0.2,49.77,27.7
2014-03-13,4.04,1.0,0.55,3.26,1.0,32.24,3.42,1.0,50.91,4.34,0.2,49.22,26.3
2014-03-14,5.86,1.0,0.4,3.54,1.0,31.97,6.79,1.0,51.33,3.88,0.2,50.33,27.7
2014-03-15,3.06,1.0,0.21,4.28,1.0,31.79,4.48,1.0,51.53,3.79,0.2,50.88,28.1
2014-03-16,3.11,1.0,0.03,5.46,1.0,31.79,0.13,1.0,51.33,3.67,0.2,52.55,27.0
2014-03-17,2.2,1.0,8.85,2.83,1.0,31.33,1.68,1.0,51.53,3.21,0.2,51.99,25.5
2014-03-18,2.49,1.0,8.61,9.73,1.0,32.42,1.04,1.0,51.74,5.34,0.2,48.67,29.7
2014-03-19,2.57,1.0,8.37,5.64,1.0,33.16,1.04,1.0,51.53,2.68,0.2,49.77,26.6
2014-03-20,2.63,1.0,8.13,6.35,1.0,33.8,4.51,1.0,51.74,2.69,0.2,49.22,28.3
2014-03-21,8.18,1.0,7.95,2.16,1.0,33.99,0.79,1.0,51.95,6.06,0.2,49.77,26.4
2014-03-22,24.89,1.0,7.95,10.38,1.0,35.19,6.08,1.0,52.58,3.06,0.2,48.11,26.0
2014-03-23,8.23,1.0,7.28,5.18,1.0,35.75,3.76,1.0,52.78,4.34,0.2,50.88,25.7
2014-03-24,2.66,1.0,7.54,5.47,1.0,36.22,3.2,1.0,53.2,4.09,0.2,54.22,23.0
2014-03-25,2.71,1.0,7.3,5.58,1.0,36.69,0.97,1.0,53.62,2.51,0.2,49.22,26.6
2014-03-26,2.83,1.0,7.07,4.07,1.0,36.97,1.63,1.0,54.04,3.2,0.2,45.91,26.5
2014-03-27,2.88,1.0,6.83,2.6,1.0,37.06,1.09,1.0,54.25,2.57,0.2,44.26,26.2
2014-03-28,4.11,1.0,6.63,2.92,1.0,37.06,0.81,1.0,54.25,2.49,0.2,43.72,26.7
2014-03-29,6.88,1.0,6.46,1.4,1.0,36.88,0.95,1.0,54.04,2.8,0.2,47.01,26.1
2014-03-30,6.93,1.0,6.28,0.77,1.0,36.5,2.37,1.0,54.04,2.68,0.2,49.22,26.9
2014-03-31,11.66,1.0,6.19,2.92,1.0,36.03,3.5,1.0,54.46,3.31,0.2,53.1,22.0
2014-04-01,10.94,1.0,6.11,3.66,1.0,35.56,5.35,1.0,54.87,2.27,0.2,51.44,27.7
2014-04-02,9.87,1.0,6.02,6.14,1.0,35.28,3.39,1.0,55.29,3.91,0.2,51.99,25.3
2014-04-03,12.48,1.0,5.96,4.67,1.0,34.82,2.98,1.0,55.71,3.33,0.2,50.33,26.2
2014-04-04,6.61,1.0,5.79,5.02,1.0,35.01,1.79,1.0,55.92,3.55,0.2,51.99,24.6
2014-04-05,3.97,1.0,5.59,6.5,1.0,35.47,0.23,1.0,55.92,2.87,0.2,51.99,25.4
2014-04-06,9.38,1.0,5.45,5.01,1.0,35.75,2.57,1.0,56.13,3.78,0.2,51.44,26.8
2014-04-07,6.86,1.0,5.28,4.19,1.0,35.94,0.45,1.0,56.13,3.88,0.2,52.55,25.7
2014-04-08,3.38,1.0,5.08,3.55,1.0,35.94,0.12,1.0,56.13,4.62,0.2,53.1,26.6
2014-04-09,1.04,1.0,4.88,1.94,1.0,35.47,2.0,1.0,56.13,4.17,0.2,55.34,26.3
2014-04-10,3.18,1.0,4.21,4.0,1.0,37.63,2.13,1.0,54.25,2.48,0.2,57.58,26.1
2014-04-11,3.36,1.0,4.68,4.4,1.0,38.67,0.54,1.0,52.16,4.4,0.2,58.7,26.0
2014-04-12,1.36,1.0,4.65,1.07,1.0,39.05,0.35,1.0,50.29,5.22,0.2,56.46,27.2
2014-04-13,27.13,1.0,4.88,2.16,1.0,39.81,6.11,1.0,49.04,8.31,0.2,58.14,25.6
2014-04-14,8.53,0.88,4.91,3.61,0.88,40.77,6.24,0.75,48.42,5.85,0.2,53.66,22.0
2014-04-15,3.35,1.0,4.88,2.22,1.0,41.55,1.63,1.0,46.36,0.47,0.2,53.66,23.9
2014-04-16,22.83,0.58,5.02,15.54,0.8,43.0,7.82,0.64,47.18,12.11,0.2,53.66,21.9
2014-04-17,10.9,0.5,4.91,7.21,0.75,44.18,1.42,0.5,47.39,4.29,0.2,48.11,25.6
2014-04-18,7.02,0.74,4.27,8.42,0.9,45.16,1.27,0.83,47.18,4.17,0.2,48.67,25.3
2014-04-19,9.44,1.0,4.65,7.0,1.0,45.16,2.5,1.0,47.6,3.75,0.2,50.88,23.5
2014-04-20,6.43,1.0,4.51,6.6,1.0,45.06,0.22,1.0,47.8,2.77,0.2,54.78,21.06
2014-04-21,3.14,1.0,4.34,6.51,1.0,44.86,1.64,1.0,48.63,4.79,0.2,53.66,22.0
2014-04-22,2.39,1.0,4.18,7.31,1.0,44.67,0.58,1.0,49.04,0.76,0.2,51.99,22.0
2014-04-23,4.74,1.0,4.03,5.24,1.0,44.18,0.3,1.0,49.25,1.46,0.2,49.77,25.2
2014-04-24,4.47,1.0,3.9,5.55,1.0,43.69,0.33,1.0,49.46,3.56,0.2,50.88,24.4
2014-04-25,1.51,1.0,3.23,5.17,1.0,43.1,0.57,1.0,49.67,2.03,0.2,51.44,23.6
2014-04-26,1.3,1.0,3.56,4.66,1.0,42.42,0.72,1.0,49.87,2.2,0.2,50.88,24.9
2014-04-27,6.21,1.0,3.45,2.2,1.0,41.64,0.25,1.0,49.87,2.89,0.2,54.22,22.0
2014-04-28,5.98,1.0,3.34,1.7,1.0,40.77,0.19,1.0,49.87,1.98,0.2,56.46,22.0
2014-04-29,3.13,1.0,3.21,2.49,1.0,39.72,1.47,1.0,50.7,3.19,0.2,49.77,25.1
2014-04-30,5.42,1.0,3.1,0.76,1.0,39.53,0.03,1.0,50.29,2.01,0.2,47.01,23.9
2014-05-01,2.28,1.0,2.96,2.67,1.0,39.62,1.38,1.0,49.67,2.32,0.2,49.77,22.0
2014-05-02,5.87,1.0,2.85,0.13,1.0,39.53,0.79,1.0,49.25,2.79,0.2,49.77,22.0
2014-05-03,7.34,1.0,2.27,1.0,1.0,39.53,0.33,1.0,48.63,2.1,0.2,47.56,24.1
2014-05-04,6.85,1.0,2.69,0.03,1.0,39.43,0.05,1.0,47.8,2.59,0.2,49.77,22.0
2014-05-05,4.52,1.0,2.58,0.03,1.0,39.34,0.04,1.0,46.98,1.93,0.2,51.44,22.0
2014-05-06,2.84,1.0,2.47,0.19,1.0,39.05,0.2,1.0,46.15,3.83,0.2,50.88,26.0
2014-05-07,2.86,1.0,2.36,2.47,1.0,38.86,0.98,1.0,45.53,3.94,0.2,50.88,25.6
2014-05-08,2.38,1.0,2.25,0.7,1.0,38.58,0.16,1.0,44.71,3.77,0.2,51.44,24.9
2014-05-09,2.3,1.0,2.14,1.64,1.0,38.2,0.61,1.0,44.1,3.74,0.2,50.88,25.6
2014-05-10,6.12,1.0,2.12,0.52,1.0,37.53,0.88,1.0,43.28,2.09,0.2,50.88,23.4
2014-05-11,3.94,1.0,2.03,1.32,1.0,37.25,0.34,1.0,42.46,0.15,0.2,50.33,22.0
2014-05-12,3.85,1.0,1.95,0.67,1.0,36.88,0.21,1.0,41.64,4.29,0.2,56.46,20.1
2014-05-13,1.05,1.0,1.85,0.12,1.0,36.41,0.3,1.0,41.03,1.25,0.2,51.99,24.1
2014-05-14,1.98,1.0,1.27,0.47,1.0,35.84,0.03,1.0,40.21,4.04,0.2,54.78,22.0
2014-05-15,2.78,1.0,1.66,0.19,1.0,35.28,0.18,1.0,39.6,3.04,0.2,53.66,25.3
2014-05-16,5.47,1.0,14.46,3.27,1.0,35.19,0.43,1.0,12.03,3.74,0.2,54.22,24.5
